CÓDIGO	CÓDIGO OPCIONAL	TIPO	DESCRIÇÃO	LOCAL	UN.	DIMENSÃO	CLIENTE	LOTE	ITEM NF	NF	VALIDADE	ESTAÇÃO	QTD ESTOQUE	DATA ENTRADA
1453275	9107087 - 8304299 - 7137045 - 2152752	PERECÍVEIS	ADESIVO,EPOXI,TIPO II	H2.2	KG	0.91	EMBRAER	C031882435	1	2403227	2026-08-09	9,07	1	2025-12-04 16:09:44
1453381		PERECÍVEIS	VERNIZ,POLIAMIDA,RESISTENTE A FLUID	G3.6	L	0.95	EMBRAER	C031582067	1	2358212.0	2025-11-17	0.95	0	2025-12-01 10:50:26
1453381		PERECÍVEIS	VERNIZ,POLIAMIDA,RESISTENTE A FLUID	G3.6	L	0.95	EMBRAER	C031582067	2	2358212.0	2025-11-17	0.95	0	2025-12-01 10:50:26
1453381		PERECÍVEIS	VERNIZ,POLIAMIDA,RESISTENTE A FLUID	G3.6	L	0.95	EMBRAER	C031958533	1	2394219.0	2026-02-14	0.95	0,846	2025-12-01 10:50:26
1453381		PERECÍVEIS	VERNIZ,POLIAMIDA,RESISTENTE A FLUID	G3.6	L	0.95	EMBRAER	C031958533	4	2406607	2026-02-14	0.95	1	2025-12-12 10:40:20
1453396	7084418 - 2108301 - 8257949	PERECÍVEIS	LEN¸OL,ESPUMA,REVESTIDO ALUMINIO/PVC-.05POL,AUTO-ADESIVA        	P1	M2	0.83	EMBRAER	C031926318	1	2383240.0	2027-05-29	8.37	105	2025-12-01 10:50:27
1453396	7084418 - 2108301 - 8257949	PERECÍVEIS	LEN¸OL,ESPUMA,REVESTIDO ALUMINIO/PVC-.05POL,AUTO-ADESIVA        	P1	M2	0.83	EMBRAER	C031926318	2	2383240.0	2027-05-29	8.37	104	2025-12-01 10:50:27
1453397	7494592	PERECÍVEIS	VERNIZ,POLIURETANO HS,INCOLOR	G2.3	L	15.14	EMBRAER	C031288717	3	2309815.0	2026-12-20	15.14	2	2025-12-01 10:50:27
1453485	1938338	PERECÍVEIS	CATALISADOR PARA TINTA IP1083, PRIMER BASE D'AGUA IP1100 E 1200	H4.4	KG	1.2	EMBRAER	C031666396	1	2369703.0	2026-05-25	10.8	0	2025-12-01 10:50:27
1453485	1938338	PERECÍVEIS	CATALISADOR PARA TINTA IP1083, PRIMER BASE D'AGUA IP1100 E 1200	H4.4	KG	1.2	EMBRAER	C031666396	2	2369703.0	2026-05-25	10.8	6	2025-12-01 10:50:27
1453498	7938989 - 7778259 - 7162999 - 5999984 - 9120524 - 9110698	PERECÍVEIS	RESINA,EPOXI,AUTO-EXTINGUIVEL,TIPO I,LONGO TEMPO DE TRABALHO        	H4.1/H5.1	KG	1.07	EMBRAER	C030872309	2	2352243.0	2026-07-03	38.38	0	2025-12-01 10:50:27
1453498	7938989 - 7778259 - 7162999 - 5999984 - 9120524 - 9110698	PERECÍVEIS	RESINA,EPOXI,AUTO-EXTINGUIVEL,TIPO I,LONGO TEMPO DE TRABALHO        	H4.1/H5.1	KG	1.07	EMBRAER	C031259311	1	2373088.0	2026-02-21	38.38	0	2025-12-01 10:50:27
1453498	7938989 - 7778259 - 7162999 - 5999984 - 9120524 - 9110698	PERECÍVEIS	RESINA,EPOXI,AUTO-EXTINGUIVEL,TIPO I,LONGO TEMPO DE TRABALHO        	H4.1/H5.1	KG	1.07	EMBRAER	C031721658	15	2383057.0	2026-07-25	38.38	11	2025-12-01 10:50:27
1453498	7938989 - 7778259 - 7162999 - 5999984 - 9120524 - 9110698	PERECÍVEIS	RESINA,EPOXI,AUTO-EXTINGUIVEL,TIPO I,LONGO TEMPO DE TRABALHO        	H4.1/H5.1	KG	1.07	EMBRAER	C031721657	5	2406607	2026-06-21	38.38	26	2025-12-12 10:38:04
1453505	7936575	PERECÍVEIS	COMPOSTO,RESINA ACRILICA, PREENCHEDORA MATERIAL COMPOSTO	H6.3	KG	0.2	EMBRAER	C031576743	3	2358212.0	2026-04-25	2.0	3	2025-12-01 10:50:27
1453505	7936575	PERECÍVEIS	COMPOSTO,RESINA ACRILICA, PREENCHEDORA MATERIAL COMPOSTO	H6.3	KG	0.2	EMBRAER	C031576743	4	2358212.0	2026-04-25	2.0	13	2025-12-01 10:50:27
1453505	7936575	PERECÍVEIS	COMPOSTO,RESINA ACRILICA, PREENCHEDORA MATERIAL COMPOSTO	H6.3	KG	0.2	EMBRAER	C031882189	1	2383797.0	2026-07-25	2.0	10	2025-12-01 10:50:27
1453510	6408693 - 9100651 - 7136980	PERECÍVEIS	ADESIVO,ANAEROBICO, TRAVAMENTO,TIPO II        	H6.1	KG	0.05	EMBRAER	C030296383	3	2275483.0	2026-12-24	0.2	8	2025-12-01 10:50:27
1453518	6652989	PERECÍVEIS	FILM,PVF,12.5MICRON,CINZA,REFORCADO,TERMO SOLDAVEL	F1	M2	420.0	EMBRAER	C022029352	1	1933163.0		22.0	1	2025-12-01 10:50:27
1453536	9126178 - 7150409 - 1005793	PERECÍVEIS	RESINA,EPOXI     ATR   	H3.1	KG	0.07	EMBRAER	C031414198	4	2345769.0	2026-10-20	3.41	73	2025-12-01 10:50:27
1453536	9126178 - 7150409 - 1005793	PERECÍVEIS	RESINA,EPOXI     ATR   	H3.1	KG	0.07	EMBRAER	C031414198	3	2345769.0	2026-10-20	3.41	200	2025-12-01 10:50:27
1453536	9126178 - 7150409 - 1005793	PERECÍVEIS	RESINA,EPOXI     ATR   	H3.1	KG	0.07	EMBRAER	C031512061	12	2354865.0	2026-06-29	3.41	0	2025-12-01 10:50:27
1453536	9126178 - 7150409 - 1005793	PERECÍVEIS	RESINA,EPOXI     ATR   	H3.1	KG	0.07	EMBRAER	C031512061	1	2366740.0	2026-06-29	3.41	283	2025-12-01 10:50:27
1453536	9126178 - 7150409 - 1005793	PERECÍVEIS	RESINA,EPOXI     ATR   	H3.1	KG	0.07	EMBRAER	C031414198	2	2391847.0	2026-04-22	0.07	0	2025-12-01 10:50:27
1453537	-	PERECÍVEIS	RESINA,POLIESTER, BICOMPONENTE-BRANCO	G3.1	L	5.66	EMBRAER	C031502060	1	2352239.0	2026-03-30	11.57	0,8	2025-12-01 10:50:27
1453537	-	PERECÍVEIS	RESINA,POLIESTER, BICOMPONENTE-BRANCO	G3.1	L	5.66	EMBRAER	C031007417	1	2369703.0	2025-11-15	11.57	0	2025-12-01 10:50:27
1453537	-	PERECÍVEIS	RESINA,POLIESTER, BICOMPONENTE-BRANCO	G3.1	L	5.66	EMBRAER	C031872560	1	2396851.0	2026-02-28	11.57	2	2025-12-01 10:50:27
1453537	-	PERECÍVEIS	RESINA,POLIESTER, BICOMPONENTE-BRANCO	G3.1	L	5.66	EMBRAER	C031872560	2	2396851.0	2026-02-28	11.57	2	2025-12-01 10:50:27
1453705		PERECÍVEIS	FITA CARRAPICHO-GANCHO,1POL LARGURA,PPS        	B10.2	M	45.72	EMBRAER	C030984197	1	2280931.0	2026-03-02	45.72	1	2025-12-01 10:50:27
1453705		PERECÍVEIS	FITA CARRAPICHO-GANCHO,1POL LARGURA,PPS        	B10.2	M	45.72	EMBRAER	C030984197	2	2280931.0	2026-03-02	45.72	1	2025-12-01 10:50:27
1453710	2630568  - 7527478	PERECÍVEIS	FITA ADESIVA,  POLIVINIL FLUORETO, ADESIVO ACRILICO, BRANCO	F2.1	M	55.0	EMBRAER	C031270343	9	2351882.0	2026-05-08	1100.0	4	2025-12-01 10:50:27
1453710	2630568  - 7527478	PERECÍVEIS	FITA ADESIVA,  POLIVINIL FLUORETO, ADESIVO ACRILICO, BRANCO	F2.1	M	55.0	EMBRAER	C031270343	10	2351882.0	2026-05-08	1100.0	4,5	2025-12-01 10:50:27
1453710	2630568  - 7527478	PERECÍVEIS	FITA ADESIVA,  POLIVINIL FLUORETO, ADESIVO ACRILICO, BRANCO	F2.1	M	55.0	EMBRAER	C031270342	1	2384848.0	2026-05-08	1100.0	20	2025-12-01 10:50:27
1453710	2630568  - 7527478	PERECÍVEIS	FITA ADESIVA,  POLIVINIL FLUORETO, ADESIVO ACRILICO, BRANCO	F2.1	M	55.0	EMBRAER	C031270342	2	2384848.0	2026-05-08	1100.0	20	2025-12-01 10:50:27
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983339	1	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:23:07
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983334	2	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:24:10
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983335	3	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:24:36
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983340	4	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:25:13
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983329	5	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:25:46
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983337	6	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:26:12
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983330	7	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:26:30
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983332	8	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:27:05
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983333	9	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:28:06
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983338	10	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:28:32
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983336	11	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:28:49
1453920	-	PERECÍVEIS	ADESIVO,EPOXI,TIPO 4.3 PER CDM200-02	E1.2	KG	0.05	EMBRAER	C031983331	12	2401871	2027-01-26	Almoxarifado	1	2025-12-03 09:29:03
1453966	0	PERECÍVEIS	LENCOL AUTOADESIVO DE POLICLORETO DE VINILA (PVC)	DEFINIR	M2	4.19	EMBRAER	C030493981	2	2253500.0	2026-10-05	5.0	1	2025-12-01 10:50:27
1453966	0	PERECÍVEIS	LENCOL AUTOADESIVO DE POLICLORETO DE VINILA (PVC)	DEFINIR	M2	4.19	EMBRAER	C030503627	1	2253500.0	2026-10-05	5.0	1	2025-12-01 10:50:27
1453966	0	PERECÍVEIS	LENCOL AUTOADESIVO DE POLICLORETO DE VINILA (PVC)	DEFINIR	M2	4.19	EMBRAER	C030878689	1	2253500.0	2026-10-05	5.0	0,5	2025-12-01 10:50:27
1457043	9123326 - 1453315 - 2381439	PERECÍVEIS	ADESIVO,CONTATO,POLICLOROPRENE AMARELO	H5.5	L	3.78	EMBRAER	C031237420	1	2357664.0	2026-11-10	3.79	0,3	2025-12-01 10:50:27
1457043	9123326 - 1453315 - 2381439	PERECÍVEIS	ADESIVO,CONTATO,POLICLOROPRENE AMARELO	H5.5	L	3.78	EMBRAER	C031237420	2	2357664.0	2026-11-10	3.79	1	2025-12-01 10:50:27
1457043	9123326 - 1453315 - 2381439	PERECÍVEIS	ADESIVO,CONTATO,POLICLOROPRENE AMARELO	H5.5	L	3.78	EMBRAER	C031630096	1	2389167.0	2026-10-11	3.79	1	2025-12-01 10:50:27
1457043	9123326 - 1453315 - 2381439	PERECÍVEIS	ADESIVO,CONTATO,POLICLOROPRENE AMARELO	H5.5	L	3.78	EMBRAER	C031630096	1	2401869	2026-10-11	3.79	1	2025-12-02 15:02:05
1482256	-	HARDWARE	INSERTO-TIPO PLUGUE,ACO INOX	A2.3	UN	1.0	EMBRAER	C030215271	10	2284844.0		600.0	0	2025-12-01 10:50:27
1482256	-	HARDWARE	INSERTO-TIPO PLUGUE,ACO INOX	A2.3	UN	1.0	EMBRAER	C030215271	24	2284844.0		600.0	216	2025-12-01 10:50:27
1482256	-	HARDWARE	INSERTO-TIPO PLUGUE,ACO INOX	A2.3	UN	1.0	EMBRAER	C031231498	9	2284844.0		600.0	769	2025-12-01 10:50:27
1482373	-	HARDWARE	INSERTO ROSCADO DE ACO INOX        	A2.4	UN	1.0	EMBRAER	C031536959	5	2351882.0		600.0	102	2025-12-01 10:50:27
1482373	-	HARDWARE	INSERTO ROSCADO DE ACO INOX        	A2.4	UN	1.0	EMBRAER	C030996630	13	2284844.0		600.0	1200	2025-12-01 10:50:27
1482373	-	HARDWARE	INSERTO ROSCADO DE ACO INOX        	A2.4	UN	1.0	EMBRAER	8002475141	1	2408957		600.0	25	2025-12-18 10:25:58
1482373	-	HARDWARE	INSERTO ROSCADO DE ACO INOX        	A2.4	UN	1.0	EMBRAER	C032082430	2	2408957		600.0	1962	2025-12-18 10:27:30
1589309	5620964-2366076	HARDWARE	INSERTO MACHO-GROMMET,NAO ROSQUEADO,ALUMINIO	A1.2	UN	1.0	EMBRAER	C031303686	6	2287846.0		5850.0	0	2025-12-01 10:50:27
1589309	5620964-2366076	HARDWARE	INSERTO MACHO-GROMMET,NAO ROSQUEADO,ALUMINIO	A1.2	UN	1.0	EMBRAER	C031466472	2	2383326.0		5850.0	5885	2025-12-01 10:50:27
1589309	5620964-2366076	HARDWARE	INSERTO MACHO-GROMMET,NAO ROSQUEADO,ALUMINIO	A1.2	UN	1.0	EMBRAER	C031303686	4	2383326.0		5850.0	3932	2025-12-01 10:50:27
1589309	5620964-2366076	HARDWARE	INSERTO MACHO-GROMMET,NAO ROSQUEADO,ALUMINIO	A1.2	UN	1.0	EMBRAER	C031466472	5	2383326.0		5850.0	766	2025-12-01 10:50:27
1589315	5620942 - 8039457-5545927	HARDWARE	INSERTO FEMEA	A1.1	UN	1.0	EMBRAER	C031740378	2	2319730.0		3000.0	0	2025-12-01 10:50:27
1589315	5620942 - 8039457-5545927	HARDWARE	INSERTO FEMEA	A1.1	UN	1.0	EMBRAER	C031756034	1	2319730.0		3000.0	0	2025-12-01 10:50:27
1589315	5620942 - 8039457-5545927	HARDWARE	INSERTO FEMEA	A1.1	UN	1.0	EMBRAER	C031896879	1	2319730.0		3000.0	0	2025-12-01 10:50:27
1589315	5620942 - 8039457-5545927	HARDWARE	INSERTO FEMEA	A1.1	UN	1.0	EMBRAER	C031834569	3	2319730.0		3000.0	137	2025-12-01 10:50:27
1605620	-	HARDWARE	DOBRADICA,CONJ	A7.1	UN	1.0	EMBRAER	C031684497	9	2321705.0		375.0	0	2025-12-01 10:50:27
1605620	-	HARDWARE	DOBRADICA,CONJ	A7.1	UN	1.0	EMBRAER	C031915562	1	2395064.0		375	11	2025-12-01 10:50:27
1605620	-	HARDWARE	DOBRADICA,CONJ	A7.1	UN	1.0	EMBRAER	C031684497	2	2395064.0		375	13	2025-12-01 10:50:27
1605620	-	HARDWARE	DOBRADICA,CONJ	A7.1	UN	1.0	EMBRAER	C031754950	3	2395064.0		375	112	2025-12-01 10:50:27
1605620	-	HARDWARE	DOBRADICA,CONJ	A7.1	UN	1.0	EMBRAER	C032000868	1	2399278		375	324	2025-12-01 14:05:37
1621325	-	HARDWARE	SUPORTE	A2.6	UN	1.0	EMBRAER	C031017937	1	2246254.0		59.0	16	2025-12-01 10:50:27
1621325	-	HARDWARE	SUPORTE	A2.6	UN	1.0	EMBRAER	C031504941	1	2246254.0		59.0	76	2025-12-01 10:50:27
1710603		PERECÍVEIS	COMPOSTO,EPOXI,BAIXA DENSIDADE,BICO	H1.5	KG	0.17	EMBRAER	C031643632	5	2383057.0	2026-05-17	0.51	3	2025-12-01 10:50:27
1710603		PERECÍVEIS	COMPOSTO,EPOXI,BAIXA DENSIDADE,BICO	H1.5	KG	0.17	EMBRAER	C031643632	16	2383057.0	2026-05-17	0.51	1	2025-12-01 10:50:27
1727779	-	PERECÍVEIS	TINTA,POLIURETANO,BASE AGUA, POLAR	H2.6	L	2,77	EMBRAER	C031401727	1	2277764.0	2027-02-07	2,77	1	2025-12-01 10:50:27
1727779	-	PERECÍVEIS	TINTA,POLIURETANO,BASE AGUA, POLAR	H2.6	L	2,77	EMBRAER	C031401727	5	2396845.0	2027-02-07	2.77	1	2025-12-01 10:50:27
1727779	-	PERECÍVEIS	TINTA,POLIURETANO,BASE AGUA, POLAR	H2.6	L	2,77	EMBRAER	C031103474	1	2332053.0	2026-10-21	2,77	1	2025-12-01 10:50:27
1727779	-	PERECÍVEIS	TINTA,POLIURETANO,BASE AGUA, POLAR	H2.6	L	2,77	EMBRAER	C031103474	2	2332053.0	2026-10-21	2,77	1	2025-12-01 10:50:27
1843076		PERECÍVEIS	FITA, DUAL LOCK, AUTO AD., PERFIL BAIXO, REPOSICIONAVEL	F4.2	M2	2.32	EMBRAER	C031211253	1	2269800.0	2026-05-20	2.32	1	2025-12-01 10:50:27
1843076		PERECÍVEIS	FITA, DUAL LOCK, AUTO AD., PERFIL BAIXO, REPOSICIONAVEL	F4.2	M2	2.32	EMBRAER	C031211253	2	2269800.0	2026-05-20	2.32	0,5	2025-12-01 10:50:27
1910579	5921520-3871118	PAINEL	PAINEL,SANDUICHE,.40 POL-NOMEX,VIDRO/RESINA EPOXI,TIPO II,GRAU 5	DEFINIR	M2	4.46	EMBRAER	c010644763	2	2366987.0		13.38	4	2025-12-01 10:50:27
1950407	7023008	PERECÍVEIS	FILME,POLIURETANO,INCOLOR,0.3MM-AUTO-ADESIVO	F2.2	M	30.0	EMBRAER	C031725745	1	231419.0	2027-07-15	263.2	4	2025-12-01 10:50:27
1950407	7023008	PERECÍVEIS	FILME,POLIURETANO,INCOLOR,0.3MM-AUTO-ADESIVO	F2.2	M	30.0	EMBRAER	C031725745	2	231419.0	2027-07-15	263.2	0	2025-12-01 10:50:27
1950407	7023008	PERECÍVEIS	FILME,POLIURETANO,INCOLOR,0.3MM-AUTO-ADESIVO	F2.2	M	30.0	EMBRAER	C031558310	3	231419.0	2027-07-15	263.2	0	2025-12-01 10:50:27
2002955	-	HARDWARE	PARAFUSO	C3.1	UN	1.0	EMBRAER	C030348008	4	2244429.0		25.0	0	2025-12-01 10:50:27
2002955	-	HARDWARE	PARAFUSO	C3.1	UN	1.0	EMBRAER	C031479766	4	2244429.0		25.0	21	2025-12-01 10:50:27
2002955	-	HARDWARE	PARAFUSO	C3.1	UN	1.0	EMBRAER	C031479766	11	2244429.0		25.0	25	2025-12-01 10:50:27
2002977	-	HARDWARE	Parafuso        	C3.2	UN	1.0	EMBRAER	CN21475262	1	1991139.0		25.0	24	2025-12-01 10:50:27
2002977	-	HARDWARE	Parafuso        	C3.2	UN	1.0	EMBRAER	C019665762	1	1991139.0		25.0	9	2025-12-01 10:50:27
2002977	-	HARDWARE	Parafuso        	C3.2	UN	1.0	EMBRAER	C019665762	2	1991139.0		25.0	9	2025-12-01 10:50:27
2002983	-	HARDWARE	PARAFUSO	C3.3	UN	1.0	EMBRAER	CN21128906	1	1783673.0		25.0	33	2025-12-01 10:50:27
2007238	-	HARDWARE	PARAFUSO	B3.1	UN	1.0	EMBRAER	C024482441	17	1933744.0		50.0	28	2025-12-01 10:50:27
2007238	-	HARDWARE	PARAFUSO	B3.1	UN	1.0	EMBRAER	C025301155	6	1933744.0		50.0	35	2025-12-01 10:50:27
2007238	-	HARDWARE	PARAFUSO	B3.1	UN	1.0	EMBRAER	C025301155	7	1933744.0		50.0	35	2025-12-01 10:50:27
2007672	-	HARDWARE	PARAFUSO MS24693-C274	A10.6	UN	1.0	EMBRAER	C031180732	3	2366019.0		100.0	0	2025-12-01 10:50:27
2007672	-	HARDWARE	PARAFUSO MS24693-C274	A10.6	UN	1.0	EMBRAER	C031180732	4	2366019.0		100.0	67	2025-12-01 10:50:27
2007672	-	HARDWARE	PARAFUSO MS24693-C274	A10.6	UN	1.0	EMBRAER	C031180732	10	2366019.0		100.0	49	2025-12-01 10:50:27
2010744	-	HARDWARE	PARAFUSO	C3.4	UN	1.0	EMBRAER	C018624128	9	2087761.0		100.0	0	2025-12-01 10:50:27
2010744	-	HARDWARE	PARAFUSO	C3.4	UN	1.0	EMBRAER	C018624128	10	2087761.0		100.0	99	2025-12-01 10:50:27
2010744	-	HARDWARE	PARAFUSO	C3.4	UN	1.0	EMBRAER	C025280059	8	2087761.0		100.0	75	2025-12-01 10:50:27
2012497	-	HARDWARE	PARAFUSO	C3.5	UN	1.0	EMBRAER	C015108904	2	1783673.0		3.0	9	2025-12-01 10:50:27
2012625	-	HARDWARE	PARAFUSO  DE AÇO INOX   	A8.1	0	1.0	EMBRAER	C025788941	2	2327841.0		100.0	19	2025-12-01 10:50:27
2012625	-	HARDWARE	PARAFUSO  DE AÇO INOX   	A8.1	0	1.0	EMBRAER	C025788941	1	2327841.0		100.0	100	2025-12-01 10:50:27
2012714	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	C3.6	UN	1.0	EMBRAER	C025086537	1	2256890.0		25.0	17	2025-12-01 10:50:27
2012714	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	C3.6	UN	1.0	EMBRAER	C025086537	4	2256890.0		25.0	25	2025-12-01 10:50:27
2012758	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.2	UN	1.0	EMBRAER	C030201581	5	2287846.0		1600.0	0	2025-12-01 10:50:27
2012758	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.2	UN	1.0	EMBRAER	C030991653	11	2287846.0		1600.0	1210	2025-12-01 10:50:27
2012758	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.2	UN	1.0	EMBRAER	C030991653	12	2287846.0		1600.0	1521	2025-12-01 10:50:27
2012764	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.3	UN	1.0	EMBRAER	C030938818	9	2348500.0		75.0	45	2025-12-01 10:50:27
2012764	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.3	UN	1.0	EMBRAER	C031602800	21	2348500.0		75.0	75	2025-12-01 10:50:27
2012764	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.3	UN	1.0	EMBRAER	C031602800	27	2348500.0		75.0	75	2025-12-01 10:50:27
2012770	4753414	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.4	UN	1.0	EMBRAER	C030845340	2	2222424.0		450.0	246	2025-12-01 10:50:27
2012770	4753414	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.4	UN	1.0	EMBRAER	C030845340	8	2222424.0		450.0	450	2025-12-01 10:50:27
2012786	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.5	UN	1.0	EMBRAER	C030044769	13	2148173.0		75.0	32	2025-12-01 10:50:27
2012786	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.5	UN	1.0	EMBRAER	C031519500	2	2148173.0		75.0	70	2025-12-01 10:50:27
2012786	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.5	UN	1.0	EMBRAER	C031624746	6	2148173.0		75.0	4	2025-12-01 10:50:27
2012786	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.5	UN	1.0	EMBRAER	C031624746	7	2148173.0		75.0	75	2025-12-01 10:50:27
2012831	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.6	UN	1.0	EMBRAER	C031066040	21	2319733.0		150.0	0	2025-12-01 10:50:27
2012831	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.6	UN	1.0	EMBRAER	C031602801	3	2383326.0		150.0	85	2025-12-01 10:50:27
2012831	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	B3.6	UN	1.0	EMBRAER	C031602801	10	2383326.0		150.0	150	2025-12-01 10:50:27
2012847	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA CRUZ,ACO INOX	C4.1	UN	1.0	EMBRAER	C030899203	5	2319730.0		75.0	49	2025-12-01 10:50:27
2012847	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA CRUZ,ACO INOX	C4.1	UN	1.0	EMBRAER	C030899203	33	2319730.0		75.0	75	2025-12-01 10:50:27
2012869	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	C4.2	UN	1.0	EMBRAER	C030413568	5	2222424.0		50.0	23	2025-12-01 10:50:27
2012869	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	C4.2	UN	1.0	EMBRAER	C031127270	1	2383326.0		50.0	50	2025-12-01 10:50:27
2012869	-	HARDWARE	PARAFUSO-CABECA ABAULADA,FENDA EM CRUZ,INOX	C4.2	UN	1.0	EMBRAER	C031127270	11	2383326.0		50.0	50	2025-12-01 10:50:27
2024171	-	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,AÇO	C4.3	UN	1.0	EMBRAER	C024482490	6	2091314.0		50.0	45	2025-12-01 10:50:27
2024171	-	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,AÇO	C4.3	UN	1.0	EMBRAER	C024482490	24	2091314.0		50.0	52	2025-12-01 10:50:27
2036144	3996	HARDWARE	ARRUELA PLANA-ACO INOX	C4.4	UN	1.0	EMBRAER	C025367026	14	2172494.0		5.0	14	2025-12-01 10:50:27
2036144	3996	HARDWARE	ARRUELA PLANA-ACO INOX	C4.4	UN	1.0	EMBRAER	C025367026	17	2172494.0		5.0	85	2025-12-01 10:50:27
2036144	3996	HARDWARE	ARRUELA PLANA-ACO INOX	C4.4	UN	1.0	EMBRAER	C025280096	16	2172494.0		5.0	14	2025-12-01 10:50:27
2044361		PERECÍVEIS	FITA CARRAPICHO DE NAILON, COR PRETA, TIPO ARGOLA	B9.2	M	45.72	EMBRAER	C024721030	1	2143268.0	2025-11-02	10.0	0	2025-12-01 10:50:27
2044361		PERECÍVEIS	FITA CARRAPICHO DE NAILON, COR PRETA, TIPO ARGOLA	B9.2	M	45.72	EMBRAER	C025235125	1	2392034.0	2026-05-20	10	1	2025-12-01 10:50:27
2044361		PERECÍVEIS	FITA CARRAPICHO DE NAILON, COR PRETA, TIPO ARGOLA	B9.2	M	45.72	EMBRAER	C025235125	2	2392034.0	2026-05-20	10	1	2025-12-01 10:50:27
2044377		PERECÍVEIS	FITA CARRAPICHO DE NAILON, COR PRETA, TIPO GANCHO	B9.1	M	45.72	EMBRAER	C024735012	2	2143274.0	2026-11-09	10.0	1	2025-12-01 10:50:27
2044377		PERECÍVEIS	FITA CARRAPICHO DE NAILON, COR PRETA, TIPO GANCHO	B9.1	M	45.72	EMBRAER	C024732890	2	2143274.0	2025-11-14	10.0	0	2025-12-01 10:50:27
